,Title,Artist,Year,Count
2575,Warm And Tender Love,Percy Sledge,1966,9
2576,I Couldn't Live Without Your Love,Petula Clark,1966,9
2577,"Somewhere, My Love",Ray Conniff And The Singers,1966,12
2578,Baby I Love You,Jimmy Holiday,1966,1
2579,Searching For My Love,Bobby Moore & The Rhythm Aces,1966,10
2580,I Guess I'll Always Love You,The Isley Brothers,1966,7
2581,You Don't Have To Say You Love Me,Dusty Springfield,1966,13
2582,Love Letters,Elvis Presley,1966,7
2583,To Show I Love You,Peter And Gordon,1966,2
2584,I Love Onions,Susan Christie,1966,8
2585,I Love You 1000 Times,The Platters,1966,14
2586,Love Attack,James Carr,1966,1
2587,Double Shot (Of My Baby's Love),Swingin' Medallions,1966,13
2588,Loving You Is Sweeter Than Ever,Four Tops,1966,8
2589,My Lover's Prayer,Otis Redding,1966,7
2590,High On Love,The Knickerbockers,1966,3
2591,You're Nobody Till Somebody Loves You,The Wonder Who?,1966,1
2592,A Groovy Kind Of Love,The Mindbenders,1966,13
2593,Girl In Love,The Outsiders,1966,9
2594,What Am I Going To Do Without Your Love,Martha & The Vandellas,1966,5
2595,Grim Reaper Of Love,The Turtles,1966,4
2596,Everybody Loves A Nut,Johnny Cash,1966,2
2597,When A Man Loves A Woman,Percy Sledge,1966,13
2598,I'll Love You Forever,The Holidays,1966,9
2599,When A Woman Loves A Man,Esther Phillips,1966,5
2600,I Love You Drops,Vic Dana,1966,8
2601,Love Is Like An Itching In My Heart,The Supremes,1966,8
2602,Take Some Time Out For Love,The Isley Brothers,1966,4
2603,There's No Living Without Your Loving,Peter And Gordon,1966,7
2604,I Need Love,Barbara Mason,1966,2
2605,Good Lovin',The Young Rascals,1966,14
2606,Evol-Not Love,The Five Americans,1966,9
2607,Love Takes A Long Time Growing,Deon Jackson,1966,5
2608,So Much Love,Steve Alaimo,1966,2
2609,So Much Love,Ben E. King,1966,2
2610,Love's Made A Fool Of You,Bobby Fuller Four,1966,6
2611,Love Me With All Of Your Heart,The Bachelors,1966,6
2612,A Lover's Concerto,Mrs. Miller,1966,2
2613,The Phoenix Love Theme (Senza Fine),The Brass Ring featuring Phil Bodner,1966,9
2614,What Now My Love,Herb Alpert & The Tijuana Brass,1966,8
2615,Please Don't Stop Loving Me,Elvis Presley,1966,8
2616,A Lover's Concerto,Sarah Vaughan,1966,6
2617,Young Love,Lesley Gore,1966,6
2618,Love Makes The World Go Round,Deon Jackson,1966,14
2619,The Love You Save (May Be Your Own),Joe Tex,1966,8
2620,"Love Is Me, Love Is You",Connie Francis,1966,6
2621,Lullaby Of Love,The Poppies,1966,6
2622,My Baby Loves Me,Martha & The Vandellas,1966,11
2623,Dear Lover,Mary Wells,1966,8
2624,For Your Precious Love,Jerry Butler,1966,2
2625,When Liking Turns To Loving,Ronnie Dove,1966,9
2626,What Now My Love,Sonny & Cher,1966,8
2627,My Love,Petula Clark,1966,12
2628,My Love,Petula Clark,1965,1
2629,Long Live Our Love,The Shangri-Las,1966,6
2630,Love Is All We Need,Mel Carter,1966,8
2631,We Know We're In Love,Lesley Gore,1966,3
2632,Since I Lost The One I Love,The Impressions,1966,2
2633,I Can't Believe You Love Me,Tammi Terrell,1966,5
2634,Because I Love You,Billy Stewart,1966,2
2635,Love (Makes Me Do Foolish Things),Martha & The Vandellas,1966,4
2636,Love (Makes Me Do Foolish Things),Martha & The Vandellas,1965,3
2637,Goodnight My Love,Ben E. King,1966,3
2638,Love Bug,Jack Jones,1966,3
2639,Love Bug,Jack Jones,1965,3
2640,A Time To Love-A Time To Cry (Petite Fleur),Lou Johnson,1966,2
2641,A Time To Love-A Time To Cry (Petite Fleur),Lou Johnson,1965,7
2642,Mountain Of Love,Billy Stewart,1966,1
2643,"Love Theme From ""The Sandpiper"" (The Shadow Of Your Smile)",Tony Bennett,1965,6
2644,You've Got To Hide Your Love Away,The Silkie,1965,10
2645,A Lover's Concerto,The Toys,1965,15
2646,I Really Love You,Dee Dee Sharp,1965,7
2647,I Won't Love You Anymore (Sorry),Lesley Gore,1965,3
2648,Run To My Lovin' Arms,Lenny Welch,1965,2
2649,Everybody Loves A Clown,Gary Lewis And The Playboys,1965,11
2650,She's With Her Other Love,Leon Hayward,1965,3
2651,Only Love (Can Save Me Now),Solomon Burke,1965,2
2652,"If You Don't (Love Me, Tell Me So)",Barbara Mason,1965,3
2653,Not The Lovin' Kind,"Dino, Desi & Billy",1965,9
2654,Hungry For Love,San Remo Golden Strings,1965,10
2655,I Still Love You,The Vejtables,1965,4
2656,I Believe I'll Love On,Jackie Wilson,1965,2
2657,The Way Of Love,Kathy Kirby,1965,3
2658,For Your Love,Sam & Bill,1965,3
2659,You've Been In Love Too Long,Martha & The Vandellas,1965,7
2660,If I Didn't Love You,Chuck Jackson,1965,7
2661,Only Those In Love,Baby Washington,1965,9
2662,Give All Your Love To Me,Gerry And The Pacemakers,1965,6
2663,If You Wait For Love,Bobby Goldsboro,1965,5
2664,Looking Through The Eyes Of Love,Gene Pitney,1965,8
2665,I'll Always Love You,The Spinners,1965,7
2666,To Know You Is To Love You,Peter And Gordon,1965,7
2667,What The World Needs Now Is Love,Jackie DeShannon,1965,13
2668,He's Got No Love,The Searchers,1965,3
2669,Seein' The Right Love Go Wrong,Jack Jones,1965,9
2670,After Loving You,Della Reese,1965,2
2671,For Your Love,The Yardbirds,1965,12
2672,"Oo Wee Baby, I Love You",Fred Hughes,1965,10
2673,Ain't That Love,Four Tops,1965,1
2674,I've Been Loving You Too Long (To Stop Now),Otis Redding,1965,11
2675,You've Never Been In Love Like This Before,Unit Four plus Two,1965,2
2676,He's A Lover,Mary Wells,1965,4
2677,I Love You So,Bobbi Martin,1965,7
2678,And I Love Him,Esther Phillips,1965,9
2679,When A Boy Falls In Love,Sam Cooke,1965,5
2680,(Remember Me) I'm The One Who Loves You,Dean Martin,1965,7
2681,Love Me Now,Brook Benton,1965,1
2682,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,1965,11
2683,True Love Ways,Peter And Gordon,1965,11
2684,Tell Her (You Love Her Every Day),Frank Sinatra,1965,6
2685,It's Wonderful To Be In Love,The Ovations (Featuring Louis Williams),1965,6
2686,Long Live Love,Sandie Shaw,1965,3
2687,You Were Only Fooling (While I Was Falling In Love),Vic Damone,1965,10
2688,Love Is A 5-Letter Word,James Phelps,1965,7
2689,Is This What I Get For Loving You?,The Ronettes Featuring Veronica,1965,4
2690,From The Bottom Of My Heart (I Love You),The Moody Blues,1965,3
2691,Game Of Love,Wayne Fontana & The Mindbenders,1965,11
2692,Gotta Have Your Love,The Sapphires,1965,5
2693,Good Lovin',The Olympics,1965,5
2694,Goodbye My Lover Goodbye,The Searchers,1965,7
2695,Stop! In The Name Of Love,The Supremes,1965,12
2696,Chains Of Love,The Drifters,1965,2
2697,Talk About Love,Adam Faith,1965,2
2698,If I Loved You,Chad & Jeremy,1965,9
2699,The Record (Baby I Love You),Ben E. King,1965,3
2700,You've Lost That Lovin' Feelin',The Righteous Brothers,1965,13
2701,You've Lost That Lovin' Feelin',The Righteous Brothers,1964,3
2702,For Lovin' Me,"Peter, Paul & Mary",1965,7
2703,Love Potion Number Nine,The Searchers,1965,9
2704,Love Potion Number Nine,The Searchers,1964,5
2705,How Sweet It Is To Be Loved By You,Marvin Gaye,1965,8
2706,How Sweet It Is To Be Loved By You,Marvin Gaye,1964,6
2707,Look Of Love,Lesley Gore,1965,8
2708,Look Of Love,Lesley Gore,1964,1
2709,That's How Strong My Love Is,Otis Redding,1965,4
2710,Don't Forget I Still Love You,Bobbi Martin,1965,7
2711,Don't Forget I Still Love You,Bobbi Martin,1964,5
2712,Bring Your Love To Me,The Righteous Brothers,1965,3
2713,You're Nobody Till Somebody Loves You,Dean Martin,1965,6
2714,You're Nobody Till Somebody Loves You,Dean Martin,1964,3
2715,"No Faith, No Love",Mitty Collier,1965,5
2716,Love Me As Though There Were No Tomorrow,Sonny Knight,1965,1
2717,"My Love, Forgive Me (Amore, Scusami)",Robert Goulet,1965,5
2718,"My Love, Forgive Me (Amore, Scusami)",Robert Goulet,1964,10
2719,Lovin' Place,Gale Garnett,1965,5
2720,Lovin' Place,Gale Garnett,1964,4
2721,Roses Are Red My Love,"The ""You Know Who"" Group!",1965,4
2722,Roses Are Red My Love,"The ""You Know Who"" Group!",1964,5
2723,You'll Always Be The One I Love,Dean Martin,1965,4
2724,You'll Always Be The One I Love,Dean Martin,1964,1
2725,I'm Gonna Love You Too,The Hullaballoos,1965,4
2726,I'm Gonna Love You Too,The Hullaballoos,1964,5
2727,"Lovely, Lovely (Loverly, Loverly)",Chubby Checker,1965,4
2728,I Found A Love Oh What A Love,Jo Ann & Troy,1965,3
2729,I Found A Love Oh What A Love,Jo Ann & Troy,1964,3
2730,Mountain Of Love,Johnny Rivers,1965,2
2731,Mountain Of Love,Johnny Rivers,1964,9
2732,Baby Love,The Supremes,1964,13
2733,Without The One You Love (Life's Not Worth While),Four Tops,1964,5
2734,A Woman's Love,Carla Thomas,1964,4
2735,Ain't That Loving You Baby,Elvis Presley,1964,10
2736,If You Want This Love,Sonny Knight,1964,9
2737,Everybody Knows (I Still Love You),The Dave Clark Five,1964,8
2738,Bless Our Love,Gene Chandler,1964,9
2739,When You're Young And In Love,Ruby And The Romantics,1964,8
2740,It Hurts To Be In Love,Gene Pitney,1964,16
2741,Baby I Need Your Loving,Four Tops,1964,12
2742,That's What Love Is Made Of,The Miracles,1964,6
2743,Where Did Our Love Go,The Supremes,1964,14
2744,Everybody Loves Somebody,Dean Martin,1964,15
2745,Some Day We're Gonna Love Again,The Searchers,1964,8
2746,Soon I'll Wed My Love,John Gary,1964,4
2747,And I Love Her,The Beatles,1964,9
2748,When You Loved Me,Brenda Lee,1964,7
2749,Where Love Has Gone,Jack Jones,1964,6
2750,Lovers Always Forgive,Gladys Knight And The Pips,1964,5
2751,Me Japanese Boy I Love You,Bobby Goldsboro,1964,6
2752,I Wanna Love Him So Bad,The Jelly Beans,1964,12
2753,I'll Always Love You,Brenda Holloway,1964,5
2754,Everybody Needs Somebody To Love,Solomon Burke,1964,8
2755,If I'm A Fool For Loving You,Bobby Wood,1964,5
2756,I Don't Care (Just As Long As You Love Me),Buck Owens,1964,3
2757,Lover's Prayer,Wallace Brothers,1964,2
2758,Looking For Love,Connie Francis,1964,7
2759,Squeeze Her-Tease Her (But Love Her),Jackie Wilson,1964,2
2760,Love Is All We Need,Vic Dana,1964,7
2761,Do I Love You?,The Ronettes,1964,9
2762,Don't Throw Your Love Away,The Searchers,1964,11
2763,Anyone Who Knows What Love Is (will understand),Irma Thomas,1964,6
2764,Share Your Love With Me,Bobby Bland,1964,9
2765,A World Without Love,Peter And Gordon,1964,12
2766,Chapel Of Love,The Dixie Cups,1964,13
2767,Love Me With All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers,1964,15
2768,Don't Take Your Love From Me,Gloria Lynne,1964,3
2769,Love Me Do,The Beatles,1964,14
2770,Just Ain't Enough Love,Eddie Holland,1964,7
2771,If You See My Love,Lenny Welch,1964,2
2772,Do You Love Me,The Dave Clark Five,1964,10
2773,Dream Lover,The Paris Sisters,1964,4
2774,All My Loving,The Hollyridge Strings,1964,1
2775,P.S. I Love You,The Beatles,1964,8
2776,I Wanna Be Loved,Dean And Jean,1964,5
2777,Sie Liebt Dich (She Loves You),Die Beatles,1964,1
2778,Hurt By Love,Inez Foxx,1964,9
2779,Rules Of Love,The Orlons,1964,6
2780,A World Without Love,Bobby Rydell,1964,6
2781,One Way Love,The Drifters,1964,7
2782,The Magic Of Our Summer Love,The Tymes,1964,1
2783,Can't Buy Me Love,The Beatles,1964,10
2784,From Russia With Love,The Village Stompers,1964,6
2785,Loving You More Every Day,Etta James,1964,6
2786,Giving Up On Love,Jerry Butler,1964,6
2787,She Loves You,The Beatles,1964,15
2788,All My Loving,The Beatles,1964,6
2789,Where Does Love Go,Freddie Scott,1964,7
2790,Book Of Love,The Raindrops,1964,7
2791,Our Everlasting Love,Ruby And The Romantics,1964,6
2792,When Joanna Loved Me,Tony Bennett,1964,5
2793,I'm Confessin' (That I Love You),Nino Tempo & April Stevens,1964,1
2794,We Love You Beatles,The Carefrees,1964,5
2795,It's All Right (You're Just In Love),The Tams,1964,3
2796,I Love You More And More Every Day,Al Martino,1964,11
2797,Love With The Proper Stranger,Jack Jones,1964,8
2798,Who Do You Love,The Sapphires,1964,12
2799,I Wish You Love,Gloria Lynne,1964,12
2800,Puppy Love,Barbara Lewis,1964,12
2801,Young And In Love,Chris Crosby,1964,7
2802,"My True Carrie, Love",Nat King Cole,1964,6
2803,"(The Story Of) Woman, Love And A Man (Part 1)",Tony Clarke,1964,1
2804,"Baby, I Love You",The Ronettes,1964,7
2805,"Baby, I Love You",The Ronettes,1963,2
2806,True Love Goes On And On,Burl Ives,1964,5
2807,True Love Goes On And On,Burl Ives,1963,1
2808,When The Lovelight Starts Shining Through His Eyes,The Supremes,1964,6
2809,When The Lovelight Starts Shining Through His Eyes,The Supremes,1963,5
2810,Tonight You're Gonna Fall In Love With Me,The Shirelles,1964,5
2811,Since I Found A New Love,Little Johnny Taylor,1964,4
2812,Wives And Lovers,Jack Jones,1964,5
2813,Wives And Lovers,Jack Jones,1963,9
2814,Judy Loves Me,Johnny Crawford,1964,3
2815,For Your Precious Love,Garnet Mimms & The Enchanters,1964,3
2816,For Your Precious Love,Garnet Mimms & The Enchanters,1963,6
2817,For Your Sweet Love,The Cascades,1964,2
2818,For Your Sweet Love,The Cascades,1963,1
2819,Never Love A Robin,Bobby Vee,1963,1
2820,Baby I Do Love You,The Galens,1963,5
2821,Gotta Lotta Love,Steve Alaimo,1963,6
2822,Hey Lover,Debbie Dovale,1963,4
2823,Your Other Love,Connie Francis,1963,7
2824,"Baby, We've Got Love",Johnnie Taylor,1963,1
2825,Part Time Love,Little Johnny Taylor,1963,13
2826,A Love So Fine,The Chiffons,1963,9
2827,"Hello Heartache, Goodbye Love",Little Peggy March,1963,9
2828,"He's Mine (I Love Him, I Love Him, I Love Him)",Alice Wonder Land,1963,7
2829,I'm Confessin' (That I Love You),Frank Ifield,1963,7
2830,You Can Never Stop Me Loving You,Johnny Tillotson,1963,10
2831,Let's Make Love Tonight,Bobby Rydell,1963,2
2832,Faded Love,Patsy Cline,1963,3
2833,True Love Never Runs Smooth,Gene Pitney,1963,11
2834,So Much In Love,The Tymes,1963,15
2835,When A Boy Falls In Love,Mel Carter,1963,10
2836,Love Me All The Way,Kim Weston,1963,5
2837,Can't Nobody Love You,Solomon Burke,1963,6
2838,I Will Love You,Richard Chamberlain,1963,7
2839,Goodnight My Love,The Fleetwoods,1963,11
2840,Rock Me In The Cradle Of Love,Dee Dee Sharp,1963,7
2841,Without Love (There Is Nothing),Ray Charles,1963,7
2842,My Summer Love,Ruby And The Romantics,1963,11
2843,(I Love You) Don't You Forget It,Perry Como,1963,9
2844,I Can't Stop Loving You,Count Basie,1963,9
2845,True Love,Richard Chamberlain,1963,1
2846,I Love You Because,Al Martino,1963,16
2847,The Ten Commandments Of Love,James MacArthur,1963,2
2848,The Love Of My Man,Theola Kilgore,1963,12
2849,Prisoner Of Love,James Brown And The Famous Flames,1963,11
2850,I'm Saving My Love,Skeeter Davis,1963,7
2851,A Love She Can Count On,The Miracles,1963,9
2852,Young And In Love,Dick and DeeDee,1963,11
2853,Young Lovers,Paul and Paula,1963,10
2854,Old Enough To Love,Ricky Nelson,1963,3
2855,Our Winter Love,Bill Pursell,1963,14
2856,You Don't Love Me Anymore (And I Can Tell),Rick Nelson,1963,7
2857,Why Do Lovers Break Each Other's Heart?,Bob B. Soxx And The Blue Jeans,1963,9
2858,Love For Sale,Arthur Lyman Group,1963,11
2859,I'm In Love Again,Rick Nelson,1963,6
2860,Send Me Some Lovin',Sam Cooke,1963,9
2861,That's The Way Love Is,Bobby Bland,1963,10
2862,He's Sure The Boy I Love,The Crystals,1963,11
2863,He's Sure The Boy I Love,The Crystals,1962,1
2864,I'm The One Who Loves You,The Impressions,1963,6
2865,Love (Makes the World Go 'round),Paul Anka,1963,8
2866,Faded Love,Jackie DeShannon,1963,2
2867,Two Lovers,Mary Wells,1963,8
2868,Two Lovers,Mary Wells,1962,5
2869,Everybody Loves A Lover,The Shirelles,1963,7
2870,Everybody Loves A Lover,The Shirelles,1962,5
2871,Lovesick Blues,Frank Ifield,1963,5
2872,Lovesick Blues,Frank Ifield,1962,2
2873,Love Came To Me,Dion,1963,3
2874,Love Came To Me,Dion,1962,8
2875,The Love Of A Boy,Timi Yuro,1963,3
2876,The Love Of A Boy,Timi Yuro,1962,5
2877,Lover Come Back To Me,The Cleftones,1962,1
2878,My Own True Love,The Duprees,1962,10
2879,I Can't Help It (If I'm Still In Love With You),Johnny Tillotson,1962,9
2880,Diddle-Dee-Dum (What Happens When Your Love Has Gone),The Belmonts,1962,6
2881,Only Love Can Break A Heart,Gene Pitney,1962,14
2882,"Lovers By Night, Strangers By Day",The Fleetwoods,1962,10
2883,Nothing Can Change This Love,Sam Cooke,1962,11
2884,I Was Such A Fool (To Fall In Love With You),Connie Francis,1962,9
2885,Love Me Tender,Richard Chamberlain,1962,9
2886,Warmed Over Kisses (Left Over Love),Brian Hyland,1962,8
2887,What Kind Of Love Is This,Joey Dee & the Starliters,1962,10
2888,Save All Your Lovin' For Me,Brenda Lee,1962,6
2889,I Love You The Way You Are,Bobby Vinton,1962,9
2890,Lookin' For A Love,The Valentinos,1962,8
2891,Big Love,Joe Henderson,1962,4
2892,Glory Of Love,Don Gardner And Dee Dee Ford,1962,5
2893,Roses Are Red (My Love),Bobby Vinton,1962,15
2894,There Is No Greater Love,The Wanderers,1962,4
2895,Love Me As I Love You,George Maharis,1962,6
2896,I Want To Be Loved,Dinah Washington,1962,4
2897,Silly Boy (She Doesn't Love You),The Lettermen,1962,4
2898,Send For Me (If you need some Lovin),Barbara George,1962,1
2899,"(Girls, Girls, Girls) Made To Love",Eddie Hodges,1962,11
2900,I Can't Stop Loving You,Ray Charles,1962,18
2901,I Need Your Loving,Don Gardner And Dee Dee Ford,1962,13
2902,Careless Love,Ray Charles,1962,4
2903,Johnny Loves Me,Shelley Fabares,1962,10
2904,I Don't Love You No More (I Don't Care About You),Jimmy Norman,1962,8
2905,Sweet And Lovely,April Stevens & Nino Tempo,1962,4
2906,Little Young Lover,The Impressions,1962,1
2907,That's Old Fashioned (That's The Way Love Should Be),The Everly Brothers,1962,11
2908,I Love You,The Volume's,1962,12
2909,The One Who Really Loves You,Mary Wells,1962,17
2910,Village Of Love,Nathaniel Mayer And The Fabulous Twilights,1962,12
2911,Keep Your Love Locked (Deep In Your Heart),Paul Petersen,1962,6
2912,Good Lover,Jimmy Reed,1962,4
2913,Second Hand Love,Connie Francis,1962,9
2914,Lovers Who Wander,Dion,1962,12
2915,So This Is Love,The Castells,1962,13
2916,Everybody Loves Me But You,Brenda Lee,1962,11
2917,When I Get Thru With You (You'll Love Me Too),Patsy Cline,1962,6
2918,Lover Please,Clyde McPhatter,1962,14
2919,I Found A Love,The Falcons & Band (Ohio Untouchables),1962,9
2920,Love Can't Wait,Marty Robbins,1962,6
2921,Love Letters,Ketty Lester,1962,14
2922,Love Me Warm And Tender,Paul Anka,1962,12
2923,You're Nobody 'til Somebody Loves You,Dinah Washington,1962,1
2924,You Talk About Love,Barbara George,1962,6
2925,Don't Break The Heart That Loves You,Connie Francis,1962,13
2926,(What A Sad Way) To Love Someone,Ral Donner,1962,7
2927,Lovesick Blues,Floyd Cramer,1962,3
2928,I Found Love,Jackie Wilson & Linda Hopkins,1962,1
2929,Lover Come Back,Doris Day,1962,1
2930,He Knows I Love Him Too Much,The Paris Sisters,1962,10
2931,Ain't That Loving You,Bobby Bland,1962,1
2932,I Know (You Don't Love Me No More),Barbara George,1962,12
2933,I Know (You Don't Love Me No More),Barbara George,1961,7
2934,Can't Help Falling In Love,Elvis Presley With The Jordanaires,1962,10
2935,Can't Help Falling In Love,Elvis Presley With The Jordanaires,1961,4
2936,Love Is The Sweetest Thing,Saverio Saridis,1962,5
2937,When I Fall In Love,The Lettermen,1962,8
2938,When I Fall In Love,The Lettermen,1961,6
2939,Turn On Your Love Light,Bobby Bland,1962,6
2940,Turn On Your Love Light,Bobby Bland,1961,4
2941,I Could Have Loved You So Well,Ray Peterson,1962,6
2942,I Could Have Loved You So Well,Ray Peterson,1961,2
2943,Rough Lover,Aretha Franklin,1962,1
2944,A Sunday Kind Of Love,Jan & Dean,1962,1
2945,Language Of Love,John D. Loudermilk,1962,1
2946,Language Of Love,John D. Loudermilk,1961,8
2947,I Love How You Love Me,The Paris Sisters,1961,15
2948,Losing Your Love,Jim Reeves,1961,3
2949,She Really Loves You,Timi Yuro,1961,2
2950,Everlovin',Rick Nelson,1961,10
2951,Under The Moon Of Love,Curtis Lee,1961,7
2952,The Bridge Of Love,Joe Dowell,1961,7
2953,I Wonder (If Your Love Will Ever Belong To Me),The Pentagons,1961,5
2954,I Really Love You,The Stereos,1961,9
2955,Love (I'm So Glad) I Found You,The Spinners,1961,1
2956,Let True Love Begin,Nat King Cole,1961,4
2957,Guilty Of Loving You,Jerry Fuller,1961,2
2958,Lover's Island,The Blue Jays,1961,9
2959,"True, True Love",Frankie Avalon,1961,2
2960,Wizard Of Love,The Ly - Dells,1961,6
2961,Take My Love (I Want To Give It All To You),Little Willie John,1961,1
2962,Anniversary Of Love,The Caslons,1961,2
2963,I Love You Yes I Do,Bull Moose Jackson,1961,2
2964,Don't Forget I Love You,The Butanes,1961,3
2965,Mighty Good Lovin',The Miracles,1961,6
2966,Dedicated (To The Songs I Love),The 3 Friends,1961,2
2967,Ready For Your Love,Shep And The Limelites,1961,5
2968,Lovedrops,Mickey & Sylvia,1961,1
2969,You Always Hurt The One You Love,Clarence Henry,1961,10
2970,Jura (I Swear I Love You),Les Paul And Mary Ford,1961,10
2971,Lullaby Of Love,Frank Gari,1961,12
2972,Portrait Of My Love,Steve Lawrence,1961,16
2973,A Love Of My Own,Carla Thomas,1961,6
2974,Tonight I Fell In Love,The Tokens,1961,14
2975,Glory Of Love,The Roommates,1961,9
2976,That's The Way With Love,Piero Soffici,1961,7
2977,A Little Feeling (Called Love),Jack Scott,1961,2
2978,Can't Help Lovin' That Girl Of Mine,The Excels,1961,1
2979,"Tonight My Love, Tonight",Paul Anka,1961,11
2980,"Good, Good Lovin'",Chubby Checker,1961,6
2981,I'm In The Mood For Love,The Chimes,1961,9
2982,Our Love Is Here To Stay,Dinah Washington,1961,3
2983,For Your Love,The Wanderers,1961,2
2984,Please Love Me Forever,Cathy Jean and The Roommates,1961,12
2985,Dedicated To The One I Love,The Shirelles,1961,16
2986,Dedicated To The One I Love,The Shirelles,1959,4
2987,This World We Love In (Il Cielo In Una Stanza),Mina,1961,1
2988,(Love Theme From) One Eyed Jacks,Ferrante & Teicher,1961,7
2989,Fell In Love On Monday,Fats Domino,1961,6
2990,To Be Loved (Forever),The Pentagons,1961,10
2991,Your One And Only Love,Jackie Wilson,1961,6
2992,Where I Fell In Love,The Capris,1961,4
2993,Will You Love Me Tomorrow,The Shirelles,1961,13
2994,Will You Love Me Tomorrow,The Shirelles,1960,6
2995,(I Wanna) Love My Life Away,Gene Pitney,1961,8
2996,The Story Of My Love,Paul Anka,1961,8
2997,When I Fall In Love,Etta Jones,1961,8
2998,The Age For Love,Jimmy Charles,1961,8
2999,The Age For Love,Jimmy Charles,1960,4
3000,A Lover's Question,Ernestine Anderson,1961,1
3001,Lost Love,H.B. Barnum,1961,7
3002,I'm Learning About Love,Brenda Lee,1961,4
3003,First Taste Of Love,Ben E. King,1961,7
3004,Dedicated To The One I Love,"The ""5"" Royales",1961,4
3005,Lovey Dovey,Buddy Knox,1961,7
3006,Lovey Dovey,Buddy Knox,1960,2
3007,You Don't Want My Love,Andy Williams,1961,4
3008,You Don't Want My Love,Andy Williams,1960,3
3009,Gift Of Love,Van Dykes,1961,2
3010,A Perfect Love,Frankie Avalon,1961,3
3011,A Perfect Love,Frankie Avalon,1960,3
3012,Your Other Love,The Flamingos,1961,3
3013,Your Other Love,The Flamingos,1960,2
3014,I Don't Want Nobody (To Have My Love But You),Ella Johnson with Buddy Johnson,1961,3
3015,You've Got To Love Her With A Feeling,Freddy King,1961,2
3016,We Have Love,Dinah Washington,1961,2
3017,We Have Love,Dinah Washington,1960,1
3018,Natural Born Lover,Fats Domino,1960,9
3019,Love Walked In,Dinah Washington,1960,10
3020,So Sad (To Watch Good Love Go Bad),The Everly Brothers,1960,12
3021,A Fool In Love,Ike & Tina Turner,1960,13
3022,Somebody To Love,Bobby Darin,1960,9
3023,My Love For You,Johnny Mathis,1960,11
3024,Hello Young Lovers,Paul Anka,1960,12
3025,Don't Let Love Pass Me By,Frankie Avalon,1960,2
3026,I Love You In The Same Old Way,Paul Anka,1960,11
3027,(You Were Made For) All My Love,Jackie Wilson,1960,13
3028,The Lovin' Touch,Mark Dinning,1960,6
3029,Journey Of Love,The Crests featuring Johnny Mastro,1960,4
3030,"A Woman, A Lover, A Friend",Jackie Wilson,1960,12
3031,My Love,Nat King Cole-Stan Kenton,1960,8
3032,Tell Laura I Love Her,Ray Peterson,1960,14
3033,When Will I Be Loved,The Everly Brothers,1960,13
3034,A Rockin' Good Way (To Mess Around And Fall In Love),Dinah Washington & Brook Benton,1960,13
3035,Love You So,Ron Holden with The Thunderbirds,1960,19
3036,I've Been Loved Before,Shirley and Lee,1960,6
3037,Train Of Love,Annette With The Afterbeats,1960,8
3038,"Theme From ""The Unforgiven"" (The Need For Love)",Don Costa And His Orchestra And Chorus,1960,13
3039,All The Love I've Got,Marv Johnson,1960,6
3040,Theme For Young Lovers,Percy Faith And His Orchestra,1960,10
3041,Cradle Of Love,Johnny Preston,1960,15
3042,Mountain Of Love,Harold Dorman,1960,19
3043,You Were Born To Be Loved,Billy Bland,1960,2
3044,Comin' Down With Love,Mel Gadson,1960,5
3045,Found Love,Jimmy Reed,1960,3
3046,Nobody Loves Me Like You,The Flamingos,1960,10
3047,Shadows Of Love,LaVern Baker,1960,4
3048,For Love,Lloyd Price and His Orchestra,1960,6
3049,Tell Me That You Love Me,Fats Domino,1960,7
3050,I Love The Way You Love,Marv Johnson,1960,13
3051,Puppy Love,Paul Anka,1960,14
3052,A Star Is Born (A Love Has Died),Mark Dinning,1960,6
3053,Pledging My Love,Johnny Tillotson,1960,6
3054,Is It Wrong (For Loving You),Webb Pierce,1960,3
3055,Easy Lovin',Wade Flemons,1960,4
3056,"Someone Loves You, Joe",The Singing Belles,1960,3
3057,(Welcome) New Lovers,Pat Boone,1960,12
3058,(Doin' The) Lovers Leap,Webb Pierce,1960,2
3059,Why Do I Love You So,Johnny Tillotson,1960,14
3060,About This Thing Called Love,Fabian,1960,7
3061,Straight A's In Love,Johnny Cash And The Tennessee Two,1960,2
3062,T.L.C. Tender Love And Care,Jimmie Rodgers,1960,10
3063,I Was Such A Fool (To Fall In Love With You),The Flamingos,1960,5
3064,Secret Of Love,Elton Anderson With Sid Lawrence Combo,1960,4
3065,No Love Have I,Webb Pierce,1960,8
3066,No Love Have I,Webb Pierce,1959,1
3067,Honey Love,Narvel Felts,1960,2
3068,I Wanna Be Loved,Ricky Nelson,1960,6
3069,I Wanna Be Loved,Ricky Nelson,1959,5
3070,We Got Love,Bobby Rydell,1960,5
3071,We Got Love,Bobby Rydell,1959,12
3072,(New In) The Ways Of Love,Tommy Edwards,1960,2
3073,(New In) The Ways Of Love,Tommy Edwards,1959,7
3074,"(If You Cry) True Love, True Love",The Drifters,1960,2
3075,"(If You Cry) True Love, True Love",The Drifters,1959,9
3076,Love Potion No. 9,The Clovers,1960,1
3077,Love Potion No. 9,The Clovers,1959,16
3078,Goodnight My Love (Pleasant Dreams),Ray Peterson,1959,6
